Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
07/10/2017,Hotel Sacher Wien,We had beautiful suite with classic furniture it looked like in old castle bathroom was also large overall very luxuriously looking suite,Climatisation wasnt strong enough we felt hot in the room when outside was 32 degrees and breakfast wasnt very special,Kuwait,9.2,3,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",24 days
03/24/2016,Hotel Principe Di Savoia,Room nice and clean,No Negative,Kuwait,8.8,3,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",497 day
09/29/2016,Glam Milano,Amazing new hotel at best possible location Stylish trendy comfortable and very cozy Even though windows overlook Central Station square the room is very quiet and you can fully relax and enjoy the designed bathroom and pleasant interior of the room The breakfast had a variety of choices and was very tasty Italian ham cheese but also standard but quality continental choice We definitely enjoyed the stay and would recommend it to anyone visiting Milan as one of the best values for money you can get,We stayed too short to enjoy the chic bar in the ground floor We will keep it for next time,United Arab Emirates,9.6,7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",308 day
02/18/2017,Glam Milano,The staff are very friendly helpful,There is no variety in breakfast or dinner same dishes every day,Oman,10,15,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",166 day
10/22/2015,Glam Milano,new and nice,No Negative,Italy,7.1,1,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",651 day
06/22/2016,Rosa Grand Milano Starhotels Collezione,Excellent location great hotel,the information desk was not very helpful We asked a few people there what to see beyond the street of the hotel and were advised of only two more places in Milan It s a shame that we couldn t find any channels in English,Israel,8.3,18,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 3 nights ']",407 day
12/20/2015,Rosa Grand Milano Starhotels Collezione,Fantastic location clean rooms helpfull staff,A little smile makes everyony feeling more relaxed,Finland,9.2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",592 day
10/09/2016,Hotel Mozart,Clean,Coffee scrambled eggs were bad,United States of America,4.2,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",298 day
04/22/2017,Hotel Dei Cavalieri,Some things are a bit overpriced,No Negative,Australia,9.6,6,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",103 day
03/12/2016,Best Western Plus Hotel Galles,The family room was large and well furnished We all enjoyed the spa facilities Breakfast buffet had many options Staff very helpful in sending for taxis,Bedding was adequate but no extra blankets were available in the room The location of the hotel is away from main shopping and historic area of city,Switzerland,7.5,2,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 2 nights ']",509 day
10/14/2016,Starhotels Anderson,Bed was super comfortable Good they had coffee and tea in the bedroom for free although the kettle didn t work and the cleaning service let us a couple of sweets every day wishing us good night And they had a Pillow menu Breakfast buffet was ok,The room was ok but it was a bit noisy because I believe the windows do not isolate the sound too much The shower was ok although you had to be careful to not to spill all the water outside The edges of shower screen left the water spill out,Spain,7.5,7,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",293 day
10/13/2016,Hotel Michelangelo,You get the best of Italian hospitality at a rate considered very economic compared with other 4 and 5 star hotel rates in Milano with no sacrifice in luxury,No Negative,Syria,10,23,"[' Business trip ', ' Solo traveler ', ' Double Room with Spa Bath ', ' Stayed 1 night ', ' Submitted from a mobile device ']",294 day
09/07/2015,Hotel Michelangelo,next to Milano central station very good connection to airport Nice staff a perfect massage bathtub for our last day in Milano,No Negative,Germany,8.3,17,"[' Leisure trip ', ' Couple ', ' Double Room with Spa Bath ', ' Stayed 1 night ']",696 day
07/19/2016,Hotel Sunflower,Receptioner are very kind and helpful nice hotel very clean and cosy,Insufficient food fot breakfast not comparable with the number of guests,Romania,7.5,2,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",380 day
07/03/2016,M venpick Hotel Amsterdam City Centre,Location,No Negative,France,9.2,4,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",396 day
01/13/2016,Silken Ramblas,The hotel was lovely in good location and the staff were friendly,No Negative,Ireland,10,7,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",568 day
10/19/2016,Hotel SB Diagonal Zero Barcelona 4 Sup,Located in a new part of town proximity to mall beach public transport incl hop on hop off tour busses could not have been better Even the Metro to and from the airport was easy The staff are incredibly polite helpful and well spoken in English I would definitely stay at this hotel again when in Barcelona,The WiFi could have been better ok for surfing but WhatsApp calls kept dropping,South Africa,9.6,2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double or Twin Room ', ' Stayed 4 nights ']",288 day
08/09/2016,Hotel SB Diagonal Zero Barcelona 4 Sup,felled very comfortable,No Negative,United Kingdom,7.5,1,"[' Leisure trip ', ' Couple ', ' Suite with Hot Tub ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",359 day
11/07/2015,W Barcelona,Great views Classy and stylish with downstairs buzz and upstairs calm Early morning breakfast bar is best,Misunderstanding as to whether I d paid for breakfast in advance Still not quite sure what happened there but reception staff sorted it out to my satisfaction so credit to them,United Kingdom,8.8,1,"[' Leisure trip ', ' Couple ', ' Wonderful Double or Twin Room ', ' Stayed 4 nights ']",635 day
05/05/2016,H10 Urquinaona Plaza,I loved location location location but also the facility was very nice clean and comfortable Our room had a small terrece overlooking the Plaza and we loved it The staff was extremely friendly and helpful,No Negative,United States of America,10,2,"[' Leisure trip ', ' Couple ', ' Double Room with View ', ' Stayed 3 nights ']",455 day
09/06/2016,Hotel du Louvre in the Unbound Collection by Hyatt,Upgraded to a suit overlooking the louvre very comfy bed excellent location,Expensive bar and standard room far too small,United Kingdom,7.1,3,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",331 day
01/18/2017,Olivia Plaza Hotel,Location was great and staff very friendly and helpful,Not satisfied breakfast I stayed there 6 days and i had every day the same Menu with not so many choices It s not worth this price,Greece,7.1,6,"[' Leisure trip ', ' Couple ', ' Double Room with View ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",197 day
06/19/2016,Olivia Plaza Hotel,perfect location very good breakfast super friendly staff very clean,the only thing I can thik of is that a fitness room would have been nice,Israel,9.6,7,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ']",410 day
02/23/2016,Catalonia Barcelona Plaza,Everything was great except for my room was a little cold even with the heating on Is noisy but you are on pla a espana Bring earplugs if you re a light sleeper,No Negative,United Kingdom,9.6,4,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",527 day
01/01/2016,Catalonia Barcelona Plaza,The friendly staff and comfortable rooms,The Breakfast and Spa The unfriendly staff in the Japanese Restaurant,South Africa,7.9,1,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",580 day
06/23/2017,Barcel Sants,Location just above Sants station,N A,United Kingdom,8.3,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",41 days
02/04/2017,London Marriott Maida Vale,The hotel itself is fantastic Our King room was fantastic with amazing decor and the best shower ever,The location is poor While it s close to tube station the surroundings are not great,Ireland,8.3,1,"[' Leisure trip ', ' Solo traveler ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",180 day
06/29/2016,The Langham London,Excellent location professional and friendly staff Bed was wonderful best night s sleep I ve had in years,Service in bar area was a little slow Some bedroom furniture looked a little tired,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",400 day
07/03/2017,The Ned,Beautiful rooms with great in room amenities Great beds great towels great products,The location is inconvenient for leisure sightseeing travelers The lobby is a huge fashion scene which is fun if you like that I requested a slightly early checkin and when we got there the room wasn t ready but we were told it would be 30 min More like 90 No turn down service one of the days The room was beautifully furnished and had everything you could think of from coffee to a lint brush but it was very hard to turn on the lights,United States of America,8.8,9,"[' Leisure trip ', ' Family with young children ', ' Double Room Medium ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",31 days
09/03/2016,Grand Hotel Amr th Amsterdam,Maritt and the bar staff were brilliant and the room we ended up in for our final night was great Couldn t fault the breakfasts although we didn t make it down for our second one due to reasons I will explain below Gino you are a star thank you,Room 104 is a disgrace The desk is positioned right up against the bed so to roll out of bed meant rolling onto the desk it was literally touching the bed and the TV faced away from the bed so badly you had to sit at the foot of the bed to watch it We asked Esther in customer relations on the Monday night if we could move and she said she would sort it for the morning Came down in the morning and they had no notes from esther so we had to start all over again Insisted on a room move and got 127 which was better but was so hot we had to leave the windows open and the noisy chatter and laughter filtering up through the middle of the hotel kept us up all night and we missed breakfast the next day Spoke to gino in the morning who sorted us out with an upgrade to 323 and a bit of money back We told him if we had been staying longer than three nights we would have checked out So overall we wanted to love the Amrath but in all honesty we probably won t be back How you can achieve five star status when you have no aircon and a climate control system that left me waking up in a pool of sweat defies description I honestly believe you know about the problems with room 104 and allocated it to us because we were either first timers or were not paying full rack rate Regardless you ve not made friends of someone who works in media and understands the importance of five star customer service,United Kingdom,7.1,1,"[' Leisure trip ', ' Couple ', ' Superior Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",334 day
12/26/2016,art otel Amsterdam,Staff is really nice at any moment The hotel is located 2min from the train station which is really convenient The fitness room is huge Breakfast is awesome and the living room is really friendly You want to spend time there,Swimming pool is too small Even though I was at the last floor I heard noise all the time Not from the other rooms but from outside The isolation is bad I could sleep well but be aware of it The hotel says it s a art hotel but the decoration is cheap in some ways So it doesn t look like a five stars hotel I don t think the price worth it,Luxembourg,8.3,1,"[' Leisure trip ', ' Solo traveler ', ' Art King Room ', ' Stayed 3 nights ']",220 day
06/28/2016,art otel Amsterdam,Staff were extremely friendly and very helpful Location was great just a minutes walk from central train station,No Negative,Gibraltar,9.2,4,"[' Leisure trip ', ' Couple ', ' Art King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",401 day
06/25/2016,NH Collection Amsterdam Barbizon Palace,The room was beautiful and the bed was very comfy,The breakfast was insanely expensive I thought it was included when I booked and the windows don t keep any of the sound from the streets out My window faced an Irish pub so it was pretty noisy most of the night,United States of America,9.6,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",404 day
07/17/2017,Pulitzer Amsterdam,The attendant in reception let us park outside whilst we checked in and took our cases to the room very friendly,Very very small bedroom view out of the tiny window was of a drainpipe no bath difficult to plug in the kettle and make a drink in the limited space strange smell on the landing shower leaked water all over the bathroom floor so was a slipping hazard Not much hanging space told there was a free boat but it was booked up in advance Nice hotel but overpriced for what we got Have stayed in better 5 star hotels and at less cost in other European major cities,United Kingdom,6.7,1,"[' Leisure trip ', ' Couple ', ' Deluxe Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",17 days
11/02/2015,Dikker en Thijs Fenice Hotel,Location staff easy access to everything in Amsterdam tram stop outside entrance shuttle bus to airport about 150 metres away,Noise from street in early hours of the morning from party goers going home from pubs in area Room needs some soundproofing,South Africa,9.2,11,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 5 nights ']",640 day
05/08/2016,Andaz Amsterdam Prinsengracht A Hyatt Hotel,Gracious staff Very nice hotel well located highly recommend it,No Negative,United States of America,10,1,"[' Leisure trip ', ' Couple ', ' Observatory King ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",452 day
02/07/2016,citizenM Amsterdam,Great experience overall Very modern and out of the box approach to tiny spaces in hotels So refreshingly different,No daylight available due to strong blinds that could not be opened fully,Germany,9.2,1,"[' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",543 day
04/23/2016,citizenM Amsterdam,The hotel was excellent all round,maybe a little too far outside city centre,Ireland,10,2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",467 day
08/02/2017,Golden Tulip Amsterdam Riverside,The restaurant had tasty food The room was spacious,You can see in the room that it was really used already The small renovation is needed Or just can start to wash walls we have in room dirty spoon for all 4 days what we stayed Nothing big but not nice for 4 hotel No mini bar If you arrive after 11 PM on a work day you can t buy water not in the restaurant and as well not in reception,Latvia,6.7,16,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 4 nights ']",1 days
11/06/2015,Golden Tulip Amsterdam Riverside,Very modern and the food is delicious,The location isn t great but it s a 10 minute walk from the metro so transport is good,United Kingdom,7.1,1,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",636 day
01/02/2017,Hotel Murmuri Barcelona,The hotel is located in one of the most iconic streets of the city Highly recommended,No Negative,Luxembourg,10,6,"[' Business trip ', ' Solo traveler ', ' Design Double or Twin Room ', ' Stayed 1 night ']",213 day
02/26/2017,H10 Metropolitan 4 Sup,No Positive,Shower leaking water in bathroom,United Arab Emirates,7.9,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with Terrace ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",158 day
05/24/2016,Barcel Raval,The location was fantastic beds were extremely comfortable and really enjoyed the roof top bar in the evenings,One of the receptionists was a bit grumpy but all of the other hotel staff were extremely friendly and helpful,United Kingdom,9.6,1,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",436 day
06/14/2017,Ilunion Barcelona,The room had been very large Breakfast buffet had been extremely well supplied for all tastes The road one block away is full of restaurants where we found a healthy mix of indigenous people and tourists,Room service and cleaning were below basic service When the cleaning service forgot to put towels we called the front desk to have them brought up The answer Please come to the front desk to fetch them Bread crumbs on the table remained there for 3 days,Switzerland,6.7,9,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ']",50 days
04/26/2016,Ilunion Barcelona,No Positive,Didn t change the sheets just ironed them out,United Kingdom,7.1,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",464 day
08/13/2015,Hotel Landhaus Fuhrgassl Huber,Cleanliness breakfast,Location facilities,Oman,7.5,33,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",721 day
08/04/2015,Catalonia Born,Location,Room was not cleaned well Weird smell throughout hotel,Canada,5.8,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",730 day
04/17/2017,NH Amsterdam Schiller,Good staff Nice breakfast Great location,Bar was closed for private events 2 nights,United States of America,9.2,21,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",108 day
06/17/2017,NH Wien Belvedere,Great breakfast spread well appointed and comfortable room good sauna facilities a definite plus and dignified location easily accessible by public transport We liked that there were birds chirping outside the window in the morning Also special thanks to Vanessa and the others at the front desk Breakfast crew were all so friendly and helpful too The hotel also recommended the Salm Br u restaurant nearby a great place for dinner Thanks Smooth check in luggage storage and smooth check out,A minor annoyance understandable for energy conservation though slightly inconvenient guests are required to inform the hotel 30 minutes before using the sauna facilities,Malaysia,10,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",47 days
09/08/2015,Austria Trend Hotel Savoyen Vienna,the suite in which we ve stayed was very big and very nice with a nice view of Vienna,WiFi did not worked from the suite but it worked from reception area,Romania,10,6,"[' Business trip ', ' Family with young children ', ' Suite ', ' Stayed 1 night ']",695 day
02/23/2016,Austria Trend Hotel Doppio Wien,Free parking pretty easy to reach the downtown good breakfast,No restaurant in the close neighborhood pretty poor wifi almost impossible to use during peak hours time,Romania,7.9,46,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",527 day
01/21/2016,K West Hotel Spa,Very clean staff were great very helpful and friendly Location was perfect too,My room was quite tired and needing renovation Particularly the leaking shower screen which flooded the floor Value for money wasn t great,United Kingdom,7.5,1,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",560 day
08/06/2015,K West Hotel Spa,Huge improvement over my last stay 18 months ago Well done KWest,No Negative,United Kingdom,9.6,1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']",728 day
03/13/2017,Le Meridien Vienna,The property was in a excellent central location for all the tourist sights and the staff were extremely helpful I would definately stay at Le Meridien again if I was to re visit Vienna,The fact that for such a great hotel the Moet champagne bar cafe was not a non smoking area As a non smoker it put me off returning there and sampling the champagne breakfast,United Kingdom,9.6,3,"[' Couple ', ' Classic Room with Courtyard View ', ' Stayed 2 nights ']",143 day
03/24/2017,The College Hotel,Interesting architecture the room had character we had a chaise lounge in the room huge ceilings Colourful psychedelic chocolates,The room wasn t cleaned properly black clumps of hair in the shower drain from presumably the previous guest Hotel staff were apologetic and sorted the problem once we explained,United Kingdom,7.5,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",132 day
11/11/2015,Hotel mbit Barcelona,Location and staff were very good The pk ace was clean The comfort of the bed was excellent It was very quite,Size of room could have been larger,Canada,8.8,2,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room with Balcony ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",631 day
12/28/2016,Catalonia Eixample 1864,Nice and friendly staff,No Negative,Philippines,9.2,5,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",218 day
10/18/2016,Negresco Princess 4 Sup,The hotel had a wonderful smell Beatrice was extremely helpful,No Negative,United States of America,9.2,1,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",289 day
12/18/2016,Hotel Garbi Millenni,Easy check in and room comfortable and clean,No real place in the hotel to sit and have a drink,South Africa,7.9,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",228 day
09/06/2016,Catalonia Square 4 Sup,Staff is friendly and supportive,No Negative,Germany,10,1,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']",331 day
03/10/2016,Hotel Regina,Good location friendly staff on reception,Hotel very old fashioned Breakfast was very poor Night porter extremely unhelpful wouldn t give us a glass of water going to bed told us to purchase it from the mini bar,Ireland,6.7,8,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",511 day
06/23/2016,Bcn Urban Hotels Gran Rosellon,Great Location very cose to city centre and metro Clean Polite and helpful personel,Price quite high regarding breakfast not included,Greece,8,9,"[' Leisure trip ', ' Couple ', ' Economy Double Room ', ' Stayed 5 nights ']",406 day
04/30/2017,Ayre Hotel Rosell n,The teaarace was wonderful and the bar staff very friendly,1 not providing an iron and its board in the room in a 4 stars hotel 2 not provinding good facilities for boiling water in the breakfast 3 not providing hot drinks facilities in the room,United Kingdom,8.3,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",95 days
09/15/2016,Evenia Rossello,clean and tidy comfortable staff were helpful,a bit too far away from the main attractions for me personally no tea and coffee facilities in room we were only here one night so did not get chance to experience much here,United Kingdom,6.3,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",322 day
08/02/2017,Crowne Plaza London Docklands,No Positive,Order breakfast in bed which had been reheated and was not good and unable to eat most of it Also was not informed that the only smoking rooms were in the standard rooms only and we had booked a king room which was no smoking so we had to pay 75 pounds for a room with a balcony Was not happy that this was not specified on booking com it was my partners birthday present so did not want a standard room,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days
02/16/2016,Crowne Plaza London Docklands,From the time my husband and I arrived we were welcomed and made to feel very pampered the staff were very helpful and pleasant and nothing was to much trouble excellent hotel would recommend to anyone staying in London or going to events in or around the area,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",534 day
11/04/2016,Crowne Plaza London Docklands,Quiet rooms and cleanliness,No towel rails in bathrooms,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",272 day
10/27/2015,Crowne Plaza London Docklands,Location,bar closing at midnight for guests never experiencwd this before,United Kingdom,10,1,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",646 day
07/08/2016,Radisson Blu Hotel Amsterdam,Nice property and well located to city attractions Room was perfectly spacious with a nice bathroom,The tram line that runs nearest to the hotel isn t 24hr so note that with early morning flights you will have to take a cab to the airport The hotel offered a car service and it was nice and very similarly priced to Uber at that time,United States of America,9.2,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",391 day
09/04/2016,Radisson Blu Hotel Amsterdam,Very friendly staff and exquisite food,Door knobs were stiff and hard to rotate to open Our children had hard time opening the door,Saudi Arabia,9.6,4,"[' Leisure trip ', ' Family with young children ', ' Business Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",333 day
05/09/2017,Catalonia Rigoletto,Excelent property for discovery of the whole city during 4 days some steps from Camp Nou and stadion M plus simple fast connection from and to airport Great breakfast as a starting point,No Negative,Czech Republic,9.6,5,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",86 days
06/17/2016,Capri by Fraser Barcelona,The rooms look fantastic The decoration and quality is of very high standards Staff is professional and helpful Location is great near city beach and metro,No Negative,Netherlands,10,7,"[' Leisure trip ', ' Couple ', ' Deluxe Studio ', ' Stayed 4 nights ']",412 day
07/25/2016,Hotel Espa a Ramblas,Great location Staff were friendly and helpful The air con wasn t working in our room Staff resolved the problem swiftly and gave us complimentary pastries and bottled water nice treat Would stay here again,No Negative,Ireland,9.2,12,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",374 day
08/29/2015,Hotel Espa a Ramblas,Very friendly staff Beautiful room and perfect location to get around and see the sights of Barcelona,No Negative,United Kingdom,10,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",705 day
07/22/2017,Copthorne Tara Hotel London Kensington,Very close to public transportation restaurants stores and to tourist attractions The room was comfortable and a good sized The staff were exceptionally helpful I would definitely go back in the future,I have no complaint about this property,United States of America,9.6,5,"[' Leisure trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 3 nights ']",12 days
11/13/2016,Copthorne Tara Hotel London Kensington,Kensington,Room was not ready at 5pm The rooms we got 2 next to each other one room was good and one room was a bit dated the bathroom door never closed TV needed repair coat hangers didnt work Attention to detail from house keeping could be improved,United Kingdom,7.1,7,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 2 nights ']",263 day
03/24/2016,Copthorne Tara Hotel London Kensington,asian food restaurant excellent,noise from trains would not stay at that end of hotel under any circumstances Bar staff need more supervision re change and receipts,Ireland,8.8,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",497 day
07/01/2017,Copthorne Tara Hotel London Kensington,Comfortable bed and quiet,Room needs an update but was ok for one night,United Kingdom,6.3,5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",33 days
12/28/2016,Copthorne Tara Hotel London Kensington,Location And cozy room,No alcholic drinks avalible in the whole of hotel due to other guests causing trouble christmas day,United Kingdom,8.3,3,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",218 day
07/22/2016,Copthorne Tara Hotel London Kensington,Very quick and efficient service and still a personal feel about it We would like to come back,No Negative,Sweden,9.2,8,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",377 day
02/11/2016,Copthorne Tara Hotel London Kensington,Warm bedroom,Having to give my credit card details when I was not going to use either the restaurant or bar that evening,United Kingdom,7.1,5,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",539 day
08/27/2015,Copthorne Tara Hotel London Kensington,Good location close to tube station 24 HR reception useful for late arrival,No Negative,United Kingdom,7.5,12,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",707 day
06/03/2017,Fletcher Hotel Amsterdam,Unique design of shower Very friendly helpful staff,No soap dispenser in shower We stayed in king bed type of room and twin bed type Twin bed is not comfortable caving in Pillows no good Can reach by 15 min walk from metro station otherwise expensive,Kuwait,7.9,22,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",61 days
02/09/2016,Fletcher Hotel Amsterdam,Confort and design of the room,Staff limited in number Location outside of the center Metro not so close,France,7.9,1,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",541 day
07/27/2017,Falkensteiner Hotel Wien Zentrum Schottenfeld,Breakfast was excellent,On our 1st check in the reception staff did not read the booking information correctly On arrival we were advised we had only booked 1 room but in fact we had booked 2 rooms The staff announced the cost of breakfast when in fact we had a booking including breakfast We had booked to stay again a couple of nights later as were travelling to Slovakia and returned to Vienna for our flight home again the reception staff advised us of the cost of breakfast even though we had a booking which included breakfast,United Kingdom,7.1,3,"[' Leisure trip ', ' Group ', ' Comfort Double or Twin Room ', ' Stayed 1 night ']",7 days
12/29/2016,Palais Hansen Kempinski Vienna,Friendly staff great service nice restaurant,No Negative,Netherlands,10,10,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",217 day
07/25/2017,Hotel de France Wien,The breakfast menu,The TV is an old CRT,Oman,9.6,4,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9 days
09/03/2015,Hotel de France Wien,Great location Friendly staff Lovely breakfast,No Negative,Czech Republic,10,19,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",700 day
04/03/2016,Grand Ferdinand Vienna Your Hotel In The City Center,The location was very good But very poor breakfast and also facility in hotel is not worsted But hotel is clean,No Negative,United Arab Emirates,6.7,5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",487 day
